Model inputs
Latitude = 25 deg
Longitude = 26 deg
Lake depth = 27 m
Lake fetch = 2000 m
Extinction coefficient = 1
Initial surface temperature = 8.815 C
Initial mixed layer thickness = 0 m
Initial mean temperature = 8.815 C
Initial bottom temperature = 8.815 C
Initial ice thickness = 0 m
Perpetual-year simulation = Yes

Results from FLAKE simulations.
Step (-),  Date (-),  Mixed-layer temperature (C),  Mean temperature of the water column (C),  Bottom temperature (C),Friction velocity in the surface air layer (m/s),  Friction velocity in the surface layer of lake water (m/s),  Convective velocity scale (m/s), Heat flux through the ice-water or air-water interface (W/m2),Sensible heat flux (W/m2),  Latent heat flux (W/m2),  Radiation flux through the ice-water or air-water interface (W/m2),Long-wave radiation flux from the atmosphere (W/m2), surface long-wave radiation flux (W/m2), Mixed-layer thickness (m),  Shape factor for thermocline (-),Thickness of the upper layer of the sediment (m),   Temperature at the bottom of the upper layer of the sediment (C),Heat flux through the water-bottom sediment interface (W /m2),  Ice thickness (m),  Snow thickness (m),Ice temperature (C), Snow temperature (C)
1216,2016-07-31 00:00,27.4365,23.3264,18.4484,0.970163E-01,0.327989E-02,0.130674E-01,-301.619,5.28025,-189.427,63.0075,340.771,-458.243,9.81102,0.718282,3.00000,4.00000,5.25923,0.00000,0.00000,0.00000,0.00000
1217,2016-07-31 06:00,27.2900,23.2800,18.4514,0.00000,0.964256E-04,0.00000,-80.0376,0.116442,-0.561166,788.872,377.758,-457.351,9.94570,0.718282,3.00000,4.00000,5.26031,0.00000,0.00000,0.00000,0.00000
1218,2016-07-31 12:00,27.6171,23.4140,18.4514,0.148726,0.502620E-02,0.102510E-01,-398.759,19.0379,-307.540,349.215,349.089,-459.346,9.76253,0.718282,3.00000,4.00000,5.26031,0.00000,0.00000,0.00000,0.00000
1219,2016-07-31 18:00,27.5802,23.4036,18.4521,0.649192E-01,0.219411E-02,0.134333E-01,-271.799,-6.46854,-132.427,0.00000,326.217,-459.120,9.80035,0.718282,3.00000,4.00000,5.26058,0.00000,0.00000,0.00000,0.00000
1220,2016-08-01 00:00,27.4147,23.3508,18.4555,0.593171E-01,0.200546E-02,0.117091E-01,-228.531,4.56012,-118.129,62.5425,343.148,-458.110,9.94932,0.718282,3.00000,4.00000,5.26180,0.00000,0.00000,0.00000,0.00000
1221,2016-08-01 06:00,27.3137,23.3182,18.4575,0.00000,0.861917E-04,0.00000,-79.2672,0.118660,-0.625997,794.917,378.735,-457.495,10.0412,0.718282,3.00000,4.00000,5.26254,0.00000,0.00000,0.00000,0.00000
1222,2016-08-01 12:00,27.6348,23.4535,18.4575,0.121893,0.411923E-02,0.860848E-02,-351.003,15.4337,-255.842,351.307,348.859,-459.454,9.87349,0.718282,3.00000,4.00000,5.26254,0.00000,0.00000,0.00000,0.00000
1223,2016-08-01 18:00,27.6287,23.4525,18.4577,0.820948E-01,0.277433E-02,0.140724E-01,-309.217,-6.76352,-171.335,0.00000,328.298,-459.416,9.88305,0.718282,3.00000,4.00000,5.26259,0.00000,0.00000,0.00000,0.00000
1224,2016-08-02 00:00,27.4421,23.3926,18.4614,0.624668E-01,0.211183E-02,0.118443E-01,-232.465,5.30957,-123.668,62.0775,344.171,-458.277,10.0505,0.718282,3.00000,4.00000,5.26396,0.00000,0.00000,0.00000,0.00000
1225,2016-08-02 06:00,27.3395,23.3592,18.4635,0.00000,0.953604E-04,0.00000,-75.9830,0.127170,-0.627156,789.105,382.169,-457.652,10.1434,0.718282,3.00000,4.00000,5.26472,0.00000,0.00000,0.00000,0.00000
1226,2016-08-02 12:00,27.6692,23.4940,18.4635,0.153273,0.517932E-02,0.108883E-01,-420.870,21.5880,-333.496,348.982,350.702,-459.664,9.95138,0.718282,3.00000,4.00000,5.26472,0.00000,0.00000,0.00000,0.00000
1227,2016-08-02 18:00,27.6197,23.4793,18.4645,0.704746E-01,0.238168E-02,0.137350E-01,-284.245,-6.80894,-144.839,0.00000,326.764,-459.362,10.0003,0.718282,3.00000,4.00000,5.26508,0.00000,0.00000,0.00000,0.00000
1228,2016-08-03 00:00,27.4500,23.4242,18.4679,0.631555E-01,0.213508E-02,0.118596E-01,-231.778,6.02292,-124.785,62.5425,345.310,-458.326,10.1519,0.718282,3.00000,4.00000,5.26633,0.00000,0.00000,0.00000,0.00000
1229,2016-08-03 06:00,27.3491,23.3909,18.4700,0.00000,0.914099E-04,0.00000,-78.2584,0.121355,-0.627624,797.010,379.959,-457.711,10.2430,0.718282,3.00000,4.00000,5.26707,0.00000,0.00000,0.00000,0.00000
1230,2016-08-03 12:00,27.6755,23.5268,18.4700,0.126455,0.427303E-02,0.957726E-02,-377.054,14.9080,-280.430,351.307,348.170,-459.703,10.0594,0.718282,3.00000,4.00000,5.26707,0.00000,0.00000,0.00000,0.00000
1231,2016-08-03 18:00,27.6541,23.5209,18.4704,0.862402E-01,0.291426E-02,0.145104E-01,-331.935,-8.33286,-191.123,0.00000,327.092,-459.571,10.0826,0.718282,3.00000,4.00000,5.26723,0.00000,0.00000,0.00000,0.00000
1232,2016-08-04 00:00,27.4578,23.4567,18.4744,0.511093E-01,0.172781E-02,0.115603E-01,-216.337,5.32199,-109.281,62.0775,345.995,-458.373,10.2581,0.718282,3.00000,4.00000,5.26867,0.00000,0.00000,0.00000,0.00000
1233,2016-08-04 06:00,27.3667,23.4263,18.4762,0.00000,0.754331E-04,0.00000,-75.4095,0.128708,-0.628590,795.847,382.908,-457.817,10.3398,0.718282,3.00000,4.00000,5.26934,0.00000,0.00000,0.00000,0.00000
1234,2016-08-04 12:00,27.6805,23.5625,18.4762,0.967835E-01,0.327037E-02,0.647202E-02,-309.398,13.2915,-213.197,348.750,350.240,-459.733,10.1826,0.718282,3.00000,4.00000,5.26934,0.00000,0.00000,0.00000,0.00000
1235,2016-08-04 18:00,27.6924,23.5690,18.4760,0.803799E-01,0.271601E-02,0.140831E-01,-300.000,-3.99307,-167.917,0.00000,331.716,-459.806,10.1826,0.718282,3.00000,4.00000,5.26926,0.00000,0.00000,0.00000,0.00000
1236,2016-08-05 00:00,27.5166,23.5109,18.4795,0.631507E-01,0.213462E-02,0.118530E-01,-226.050,8.14067,-124.664,60.2175,349.204,-458.732,10.3383,0.718282,3.00000,4.00000,5.27055,0.00000,0.00000,0.00000,0.00000
1237,2016-08-05 06:00,27.4195,23.4783,18.4815,0.00000,0.481999E-04,0.00000,-70.5191,0.141280,-0.631139,779.805,388.110,-458.140,10.4249,0.718282,3.00000,4.00000,5.27127,0.00000,0.00000,0.00000,0.00000
1238,2016-08-05 12:00,27.7055,23.6124,18.4815,0.00000,0.790073E-04,0.00000,-100.408,0.642998E-01,-0.609990,340.380,360.024,-459.886,10.3198,0.718282,3.00000,4.00000,5.27127,0.00000,0.00000,0.00000,0.00000
1239,2016-08-05 18:00,27.8144,23.6571,18.4815,0.798535E-01,0.269754E-02,0.139795E-01,-289.840,0.489900,-167.510,0.00000,337.732,-460.552,10.2559,0.718282,3.00000,4.00000,5.27127,0.00000,0.00000,0.00000,0.00000
1240,2016-08-06 00:00,27.6456,23.6009,18.4849,0.00000,0.546256E-04,0.813731E-02,-104.649,0.527626E-01,-0.638792,59.2875,355.456,-459.520,10.4030,0.718282,3.00000,4.00000,5.27251,0.00000,0.00000,0.00000,0.00000
1241,2016-08-06 06:00,27.6184,23.5912,18.4855,0.00000,0.780289E-04,0.00000,-64.7086,0.156328,-0.640259,776.317,395.129,-459.354,10.4248,0.718282,3.00000,4.00000,5.27271,0.00000,0.00000,0.00000,0.00000
1242,2016-08-06 12:00,27.9397,23.7258,18.4855,0.163834,0.553305E-02,0.110132E-01,-414.507,40.6230,-357.377,339.682,363.567,-461.319,10.2457,0.718282,3.00000,4.00000,5.27271,0.00000,0.00000,0.00000,0.00000
1243,2016-08-06 18:00,27.8902,23.7105,18.4865,0.900045E-01,0.303998E-02,0.144500E-01,-317.950,-1.09189,-192.118,0.00000,336.276,-461.016,10.2926,0.718282,3.00000,4.00000,5.27307,0.00000,0.00000,0.00000,0.00000
1244,2016-08-07 00:00,27.7058,23.6490,18.4902,0.845837E-01,0.285798E-02,0.127974E-01,-266.932,10.0592,-165.733,59.0550,348.629,-459.888,10.4524,0.718282,3.00000,4.00000,5.27443,0.00000,0.00000,0.00000,0.00000
1245,2016-08-07 06:00,27.5859,23.6084,18.4926,0.00000,0.957600E-04,0.00000,-69.8869,0.143186,-0.606602,778.642,389.731,-459.155,10.5578,0.718282,3.00000,4.00000,5.27531,0.00000,0.00000,0.00000,0.00000
1246,2016-08-07 12:00,27.9183,23.7423,18.4926,0.179894,0.607571E-02,0.114649E-01,-431.828,36.2021,-365.690,339.682,358.848,-461.188,10.3463,0.718282,3.00000,4.00000,5.27531,0.00000,0.00000,0.00000,0.00000
1247,2016-08-07 18:00,27.8593,23.7238,18.4938,0.819602E-01,0.276845E-02,0.141358E-01,-294.920,-3.29586,-164.176,0.00000,333.379,-460.827,10.4015,0.718282,3.00000,4.00000,5.27574,0.00000,0.00000,0.00000,0.00000
1248,2016-08-08 00:00,27.6900,23.6666,18.4972,0.871275E-01,0.294403E-02,0.130208E-01,-276.957,8.21634,-171.377,59.2875,345.995,-459.791,10.5481,0.718282,3.00000,4.00000,5.27699,0.00000,0.00000,0.00000,0.00000
1249,2016-08-08 06:00,27.5656,23.6241,18.4997,0.00000,0.114365E-03,0.00000,-69.8872,0.143138,-0.605547,781.200,389.606,-459.031,10.6576,0.718282,3.00000,4.00000,5.27790,0.00000,0.00000,0.00000,0.00000
1250,2016-08-08 12:00,27.9167,23.7586,18.4997,0.167105,0.564380E-02,0.112120E-01,-421.371,29.6144,-345.730,339.915,355.923,-461.178,10.4023,0.718282,3.00000,4.00000,5.27790,0.00000,0.00000,0.00000,0.00000
1251,2016-08-08 18:00,27.8642,23.7421,18.5008,0.737039E-01,0.248955E-02,0.139376E-01,-281.272,-4.86599,-146.380,0.00000,330.831,-460.857,10.4518,0.718282,3.00000,4.00000,5.27829,0.00000,0.00000,0.00000,0.00000
1252,2016-08-09 00:00,27.7034,23.6875,18.5040,0.168502,0.569350E-02,0.154740E-01,-430.724,11.1937,-325.420,59.5200,343.375,-459.873,10.5906,0.718282,3.00000,4.00000,5.27947,0.00000,0.00000,0.00000,0.00000
1253,2016-08-09 06:00,27.4936,23.6158,18.5083,0.413843,0.139894E-01,0.00000,-467.500,111.975,-503.299,784.455,382.415,-458.591,10.7775,0.718282,3.00000,4.00000,5.28102,0.00000,0.00000,0.00000,0.00000
1254,2016-08-09 12:00,28.4234,23.6752,18.5083,0.191169,0.644972E-02,0.122291E-01,-481.952,13.3332,-378.247,342.240,347.253,-464.291,8.99235,0.718027,3.00000,4.00000,5.28102,0.00000,0.00000,0.00000,0.00000
1255,2016-08-09 18:00,28.3230,23.6476,18.5113,0.971172E-01,0.327726E-02,0.143234E-01,-344.574,-13.1116,-194.225,0.00000,326.436,-463.673,9.08543,0.718184,3.00000,4.00000,5.28211,0.00000,0.00000,0.00000,0.00000
1256,2016-08-10 00:00,28.0972,23.5809,18.5165,0.127734,0.431248E-02,0.139229E-01,-358.682,0.163239,-235.078,58.5900,338.518,-462.285,9.28055,0.718282,3.00000,4.00000,5.28400,0.00000,0.00000,0.00000,0.00000
1257,2016-08-10 06:00,27.9032,23.5228,18.5204,0.00000,0.955806E-04,0.00000,-89.4124,0.939110E-01,-0.587733,783.292,372.177,-461.096,9.45086,0.718282,3.00000,4.00000,5.28543,0.00000,0.00000,0.00000,0.00000
1258,2016-08-10 12:00,28.2256,23.6539,18.5204,0.130076,0.439037E-02,0.100957E-01,-383.589,6.54829,-271.007,337.822,343.944,-463.074,9.29323,0.718282,3.00000,4.00000,5.28543,0.00000,0.00000,0.00000,0.00000
1259,2016-08-10 18:00,28.1892,23.6442,18.5211,0.895533E-01,0.302285E-02,0.141521E-01,-325.466,-12.1162,-176.271,0.00000,325.771,-462.850,9.32897,0.718282,3.00000,4.00000,5.28570,0.00000,0.00000,0.00000,0.00000
1260,2016-08-11 00:00,27.9812,23.5812,18.5254,0.816323E-01,0.275668E-02,0.125280E-01,-269.157,0.346086,-146.222,57.8925,338.293,-461.574,9.50859,0.718282,3.00000,4.00000,5.28723,0.00000,0.00000,0.00000,0.00000
1261,2016-08-11 06:00,27.8473,23.5399,18.5281,0.00000,0.777831E-04,0.00000,-87.5237,0.987377E-01,-0.617226,780.037,373.748,-460.753,9.62604,0.718282,3.00000,4.00000,5.28822,0.00000,0.00000,0.00000,0.00000
1262,2016-08-11 12:00,28.1539,23.6708,18.5281,0.113163,0.382007E-02,0.872947E-02,-340.754,9.57515,-234.719,336.427,347.024,-462.634,9.49320,0.718282,3.00000,4.00000,5.28822,0.00000,0.00000,0.00000,0.00000
1263,2016-08-11 18:00,28.1447,23.6690,18.5283,0.888199E-01,0.299838E-02,0.141419E-01,-319.332,-10.2786,-173.897,0.00000,327.421,-462.577,9.50507,0.718282,3.00000,4.00000,5.28828,0.00000,0.00000,0.00000,0.00000
1264,2016-08-12 00:00,27.9444,23.6072,18.5323,0.750400E-01,0.253425E-02,0.122718E-01,-252.392,1.61442,-132.527,57.6600,339.868,-461.348,9.67820,0.718282,3.00000,4.00000,5.28976,0.00000,0.00000,0.00000,0.00000
1265,2016-08-12 06:00,27.8229,23.5691,18.5348,0.00000,0.903022E-04,0.00000,-88.6737,0.955859E-01,-0.583807,777.945,372.419,-460.604,9.78447,0.718282,3.00000,4.00000,5.29066,0.00000,0.00000,0.00000,0.00000
1266,2016-08-12 12:00,28.1364,23.6994,18.5348,0.156114,0.527018E-02,0.107601E-01,-402.154,12.7068,-299.130,332.242,346.795,-462.526,9.62936,0.718282,3.00000,4.00000,5.29066,0.00000,0.00000,0.00000,0.00000
1267,2016-08-12 18:00,28.0866,23.6850,18.5358,0.695436E-01,0.234793E-02,0.134357E-01,-269.636,-8.70749,-124.707,0.00000,325.999,-462.220,9.67664,0.718282,3.00000,4.00000,5.29102,0.00000,0.00000,0.00000,0.00000
1268,2016-08-13 00:00,27.9202,23.6327,18.5391,0.758593E-01,0.256205E-02,0.122956E-01,-250.787,2.81716,-133.740,57.4275,341.336,-461.200,9.82006,0.718282,3.00000,4.00000,5.29225,0.00000,0.00000,0.00000,0.00000
1269,2016-08-13 06:00,27.8013,23.5948,18.5415,0.00000,0.838687E-04,0.00000,-81.9951,0.112899,-0.615511,778.875,378.979,-460.472,9.92399,0.718282,3.00000,4.00000,5.29312,0.00000,0.00000,0.00000,0.00000
1270,2016-08-13 12:00,28.1150,23.7266,18.5415,0.153089,0.516829E-02,0.112173E-01,-421.159,17.9657,-327.085,334.335,350.356,-462.395,9.76894,0.718282,3.00000,4.00000,5.29312,0.00000,0.00000,0.00000,0.00000
1271,2016-08-13 18:00,28.0556,23.7090,18.5427,0.109956,0.371258E-02,0.152129E-01,-386.017,-11.4718,-240.725,0.00000,328.211,-462.030,9.82463,0.718282,3.00000,4.00000,5.29355,0.00000,0.00000,0.00000,0.00000
1272,2016-08-14 00:00,27.8217,23.6345,18.5475,0.109364,0.369438E-02,0.139886E-01,-343.989,0.520736,-221.533,58.8225,337.620,-460.597,10.0286,0.718282,3.00000,4.00000,5.29528,0.00000,0.00000,0.00000,0.00000
1273,2016-08-14 06:00,27.6510,23.5792,18.5509,0.00000,0.889876E-04,0.00000,-82.1688,0.112027,-0.608379,787.245,377.880,-459.552,10.1805,0.718282,3.00000,4.00000,5.29654,0.00000,0.00000,0.00000,0.00000
1274,2016-08-14 12:00,27.9694,23.7125,18.5509,0.174044,0.587752E-02,0.111542E-01,-416.494,18.0176,-321.525,333.172,348.515,-461.501,10.0103,0.718282,3.00000,4.00000,5.29654,0.00000,0.00000,0.00000,0.00000
1275,2016-08-14 18:00,27.9136,23.6956,18.5521,0.100079,0.338009E-02,0.146254E-01,-336.849,-10.2416,-193.198,0.00000,327.750,-461.160,10.0632,0.718282,3.00000,4.00000,5.29695,0.00000,0.00000,0.00000,0.00000
1276,2016-08-15 00:00,27.7140,23.6304,18.5561,0.104347,0.352568E-02,0.135521E-01,-311.280,-1.26909,-185.567,56.7300,335.494,-459.938,10.2383,0.718282,3.00000,4.00000,5.29842,0.00000,0.00000,0.00000,0.00000
1277,2016-08-15 06:00,27.5645,23.5809,18.5591,0.00000,0.992266E-04,0.00000,-86.5054,0.100531,-0.604167,777.480,373.023,-459.024,10.3719,0.718282,3.00000,4.00000,5.29952,0.00000,0.00000,0.00000,0.00000
1278,2016-08-15 12:00,27.8810,23.7115,18.5591,0.150497,0.508326E-02,0.110957E-01,-412.155,7.27917,-300.716,331.777,342.241,-460.960,10.1869,0.718282,3.00000,4.00000,5.29952,0.00000,0.00000,0.00000,0.00000
1279,2016-08-15 18:00,27.8280,23.6952,18.5602,0.119624,0.404093E-02,0.155948E-01,-402.861,-19.7529,-244.015,0.00000,321.543,-460.636,10.2375,0.718282,3.00000,4.00000,5.29991,0.00000,0.00000,0.00000,0.00000
1280,2016-08-16 00:00,27.5938,23.6174,18.5649,0.116875,0.394999E-02,0.146038E-01,-373.334,-9.31157,-233.338,56.7300,328.518,-459.203,10.4454,0.718282,3.00000,4.00000,5.30164,0.00000,0.00000,0.00000,0.00000
1281,2016-08-16 06:00,27.4120,23.5561,18.5686,0.206731,0.698945E-02,0.00000,-424.180,55.1195,-386.079,779.805,364.873,-458.094,10.6102,0.718282,3.00000,4.00000,5.30298,0.00000,0.00000,0.00000,0.00000
1282,2016-08-16 12:00,28.4327,23.6229,18.5686,0.169805,0.572881E-02,0.125148E-01,-493.843,-2.12860,-365.996,330.150,338.630,-464.348,8.66925,0.718219,3.00000,4.00000,5.30298,0.00000,0.00000,0.00000,0.00000
1283,2016-08-16 18:00,28.3121,23.5907,18.5715,0.916835E-01,0.309397E-02,0.145281E-01,-372.243,-21.3991,-204.478,0.00000,317.240,-463.606,8.77975,0.718282,3.00000,4.00000,5.30401,0.00000,0.00000,0.00000,0.00000
1284,2016-08-17 00:00,28.0601,23.5188,18.5766,0.758746E-01,0.256182E-02,0.129696E-01,-305.926,-8.55630,-162.513,57.6600,327.202,-462.058,8.99964,0.718282,3.00000,4.00000,5.30587,0.00000,0.00000,0.00000,0.00000
1285,2016-08-17 06:00,27.8942,23.4705,18.5799,0.160393,0.541736E-02,0.00000,-409.068,39.1850,-350.069,793.522,362.856,-461.041,9.14711,0.718282,3.00000,4.00000,5.30710,0.00000,0.00000,0.00000,0.00000
1286,2016-08-17 12:00,28.7349,23.5427,18.5799,0.116960,0.394348E-02,0.108293E-01,-419.579,-6.80081,-282.172,334.335,335.606,-466.212,7.77959,0.718250,3.00000,4.00000,5.30710,0.00000,0.00000,0.00000,0.00000
1287,2016-08-17 18:00,28.6595,23.5254,18.5816,0.607040E-01,0.204704E-02,0.136860E-01,-343.141,-20.7018,-171.372,0.00000,314.680,-465.747,7.85020,0.718282,3.00000,4.00000,5.30772,0.00000,0.00000,0.00000,0.00000
1288,2016-08-18 00:00,28.3999,23.4591,18.5869,0.559973E-01,0.188935E-02,0.120180E-01,-271.895,-4.27503,-136.408,57.8925,332.935,-464.146,8.07354,0.718282,3.00000,4.00000,5.30964,0.00000,0.00000,0.00000,0.00000
1289,2016-08-18 06:00,28.2401,23.4173,18.5902,0.00000,0.844118E-04,0.00000,-96.7695,0.759984E-01,-0.698770,795.150,367.017,-463.164,8.21345,0.718282,3.00000,4.00000,5.31082,0.00000,0.00000,0.00000,0.00000
1290,2016-08-18 12:00,28.5641,23.5493,18.5902,0.118647,0.400177E-02,0.111109E-01,-431.595,-5.82878,-296.326,335.730,335.718,-465.158,8.10026,0.718282,3.00000,4.00000,5.31082,0.00000,0.00000,0.00000,0.00000
1291,2016-08-18 18:00,28.4842,23.5300,18.5917,0.849496E-01,0.286569E-02,0.141330E-01,-365.460,-18.9246,-200.718,0.00000,318.849,-464.666,8.17484,0.718282,3.00000,4.00000,5.31140,0.00000,0.00000,0.00000,0.00000
1292,2016-08-19 00:00,28.2188,23.4594,18.5972,0.674105E-01,0.227529E-02,0.122204E-01,-275.706,-3.21011,-143.621,56.9625,334.157,-463.032,8.40613,0.718282,3.00000,4.00000,5.31336,0.00000,0.00000,0.00000,0.00000
1293,2016-08-19 06:00,28.0620,23.4167,18.6003,0.00000,0.749943E-04,0.00000,-93.3537,0.842860E-01,-0.658856,785.850,369.290,-462.070,8.54504,0.718282,3.00000,4.00000,5.31452,0.00000,0.00000,0.00000,0.00000
1294,2016-08-19 12:00,28.3739,23.5476,18.6003,0.140828,0.475180E-02,0.116526E-01,-450.801,0.488742,-327.284,329.452,339.981,-463.987,8.43775,0.718282,3.00000,4.00000,5.31452,0.00000,0.00000,0.00000,0.00000
1295,2016-08-19 18:00,28.2798,23.5235,18.6022,0.932235E-01,0.314615E-02,0.145130E-01,-382.651,-19.8987,-218.302,0.00000,318.956,-463.407,8.52558,0.718282,3.00000,4.00000,5.31521,0.00000,0.00000,0.00000,0.00000
1296,2016-08-20 00:00,28.0132,23.4496,18.6076,0.715534E-01,0.241616E-02,0.126784E-01,-295.150,-1.88842,-166.874,57.1950,335.383,-461.770,8.76128,0.718282,3.00000,4.00000,5.31718,0.00000,0.00000,0.00000,0.00000
1297,2016-08-20 06:00,27.8498,23.4033,18.6109,0.00000,0.756182E-04,0.00000,-88.3310,0.968123E-01,-0.681322,791.895,373.023,-460.769,8.90844,0.718282,3.00000,4.00000,5.31838,0.00000,0.00000,0.00000,0.00000
1298,2016-08-20 12:00,28.1645,23.5363,18.6109,0.118436,0.399800E-02,0.108292E-01,-410.738,0.330533,-287.338,331.080,338.968,-462.699,8.78959,0.718282,3.00000,4.00000,5.31838,0.00000,0.00000,0.00000,0.00000
1299,2016-08-20 18:00,28.1027,23.5201,18.6122,0.980577E-01,0.331051E-02,0.146868E-01,-384.862,-17.3026,-226.891,0.00000,321.651,-462.319,8.84936,0.718282,3.00000,4.00000,5.31884,0.00000,0.00000,0.00000,0.00000
1300,2016-08-21 00:00,27.8443,23.4457,18.6174,0.533070E-01,0.180066E-02,0.118995E-01,-245.341,0.138838,-122.253,56.0325,337.508,-460.735,9.08062,0.718282,3.00000,4.00000,5.32075,0.00000,0.00000,0.00000,0.00000
1301,2016-08-21 06:00,27.7184,23.4087,18.6200,0.00000,0.694051E-04,0.00000,-85.9096,0.102626,-0.643404,781.897,374.596,-459.965,9.19450,0.718282,3.00000,4.00000,5.32167,0.00000,0.00000,0.00000,0.00000
1302,2016-08-21 12:00,28.0227,23.5402,18.6200,0.108066,0.364902E-02,0.951151E-02,-354.619,8.07157,-246.286,323.640,345.424,-461.829,9.08012,0.718282,3.00000,4.00000,5.32167,0.00000,0.00000,0.00000,0.00000
1303,2016-08-21 18:00,27.9954,23.5333,18.6205,0.694450E-01,0.234505E-02,0.136490E-01,-301.448,-9.53566,-154.723,0.00000,324.472,-461.661,9.10876,0.718282,3.00000,4.00000,5.32187,0.00000,0.00000,0.00000,0.00000
1304,2016-08-22 00:00,27.7981,23.4749,18.6245,0.449121E-01,0.151723E-02,0.114476E-01,-218.975,2.14699,-102.118,54.8700,341.449,-460.453,9.28504,0.718282,3.00000,4.00000,5.32333,0.00000,0.00000,0.00000,0.00000
1305,2016-08-22 06:00,27.6913,23.4426,18.6267,0.00000,0.813906E-04,0.00000,-80.4884,0.116549,-0.642400,775.387,379.836,-459.799,9.38138,0.718282,3.00000,4.00000,5.32411,0.00000,0.00000,0.00000,0.00000
1306,2016-08-22 12:00,28.0055,23.5740,18.6267,0.147711,0.498785E-02,0.111118E-01,-411.002,16.3230,-314.691,319.920,349.089,-461.723,9.23863,0.718282,3.00000,4.00000,5.32411,0.00000,0.00000,0.00000,0.00000
1307,2016-08-22 18:00,27.9399,23.5556,18.6280,0.946757E-01,0.319742E-02,0.144695E-01,-352.512,-11.9873,-204.766,0.00000,325.562,-461.320,9.30178,0.718282,3.00000,4.00000,5.32459,0.00000,0.00000,0.00000,0.00000
1308,2016-08-23 00:00,27.7143,23.4874,18.6326,0.429956E-01,0.145274E-02,0.113028E-01,-208.958,2.19271,-92.5465,54.4050,341.336,-459.940,9.50478,0.718282,3.00000,4.00000,5.32626,0.00000,0.00000,0.00000,0.00000
1309,2016-08-23 06:00,27.6159,23.4570,18.6346,0.00000,0.898180E-04,0.00000,-80.3600,0.116590,-0.607237,772.132,379.469,-459.338,9.59365,0.718282,3.00000,4.00000,5.32698,0.00000,0.00000,0.00000,0.00000
1310,2016-08-23 12:00,27.9336,23.5877,18.6346,0.138506,0.467773E-02,0.107926E-01,-394.944,14.1350,-295.623,318.060,347.826,-461.282,9.43257,0.718282,3.00000,4.00000,5.32698,0.00000,0.00000,0.00000,0.00000
1311,2016-08-23 18:00,27.8785,23.5721,18.6357,0.837788E-01,0.282977E-02,0.141470E-01,-323.881,-9.99560,-178.831,0.00000,325.889,-460.944,9.48622,0.718282,3.00000,4.00000,5.32739,0.00000,0.00000,0.00000,0.00000
1312,2016-08-24 00:00,27.6750,23.5094,18.6398,0.338796E-01,0.114482E-02,0.113946E-01,-210.243,2.03470,-93.3491,53.9400,340.771,-459.700,9.66938,0.718282,3.00000,4.00000,5.32889,0.00000,0.00000,0.00000,0.00000
1313,2016-08-24 06:00,27.5772,23.4786,18.6418,0.00000,0.806274E-04,0.00000,-83.3344,0.108889,-0.637391,774.690,376.296,-459.102,9.75780,0.718282,3.00000,4.00000,5.32961,0.00000,0.00000,0.00000,0.00000
1314,2016-08-24 12:00,27.8841,23.6093,18.6418,0.125589,0.424193E-02,0.102064E-01,-371.162,11.8874,-268.866,317.130,346.795,-460.979,9.61371,0.718282,3.00000,4.00000,5.32961,0.00000,0.00000,0.00000,0.00000
1315,2016-08-24 18:00,27.8443,23.5979,18.6426,0.956775E-01,0.323189E-02,0.145885E-01,-349.520,-10.2526,-205.515,0.00000,326.983,-460.735,9.65326,0.718282,3.00000,4.00000,5.32990,0.00000,0.00000,0.00000,0.00000
1316,2016-08-25 00:00,27.6287,23.5304,18.6470,0.502269E-01,0.169738E-02,0.116390E-01,-218.748,2.89740,-104.243,54.1725,342.015,-459.416,9.84793,0.718282,3.00000,4.00000,5.33149,0.00000,0.00000,0.00000,0.00000
1317,2016-08-25 06:00,27.5277,23.4980,18.6490,0.00000,0.827338E-04,0.00000,-79.9710,0.117431,-0.635421,773.992,379.346,-458.799,9.93955,0.718282,3.00000,4.00000,5.33223,0.00000,0.00000,0.00000,0.00000
1318,2016-08-25 12:00,27.8374,23.6292,18.6490,0.896533E-01,0.302845E-02,0.786615E-02,-304.552,8.59576,-199.250,314.805,346.795,-460.693,9.78428,0.718282,3.00000,4.00000,5.33223,0.00000,0.00000,0.00000,0.00000
1319,2016-08-25 18:00,27.8379,23.6301,18.6490,0.588639E-01,0.198839E-02,0.135347E-01,-275.380,-6.51161,-135.484,0.00000,327.311,-460.696,9.78692,0.718282,3.00000,4.00000,5.33223,0.00000,0.00000,0.00000,0.00000
1320,2016-08-26 00:00,27.6699,23.5766,18.6524,0.638251E-01,0.215673E-02,0.120375E-01,-235.053,6.15929,-127.996,53.7075,346.452,-459.668,9.93710,0.718282,3.00000,4.00000,5.33347,0.00000,0.00000,0.00000,0.00000
1321,2016-08-26 06:00,27.5598,23.5411,18.6546,0.00000,0.825001E-04,0.00000,-77.2154,0.124588,-0.636720,772.830,382.292,-458.995,10.0367,0.718282,3.00000,4.00000,5.33428,0.00000,0.00000,0.00000,0.00000
1322,2016-08-26 12:00,27.8710,23.6726,18.6546,0.117818,0.397956E-02,0.101582E-01,-365.356,12.7186,-265.232,313.642,348.055,-460.898,9.87644,0.718282,3.00000,4.00000,5.33428,0.00000,0.00000,0.00000,0.00000
